transaction_id,customer_id,product_id,branch_id,rm_id,transaction_date,transaction_type,channel,amount_vnd
4149,293,102,1,4,2025-09-04,Rut tiet kiem,Internet Banking,289000000
5137,129,105,11,36,2026-07-24,Chi tieu the,Mobile Banking,200000
2706,297,109,3,11,2025-10-12,Rut tiet kiem,Mobile Banking,34000000
1456,214,101,1,3,2025-07-05,Phi banca,Internet Banking,1600000
447,283,107,1,3,2025-12-06,Phi banca,Internet Banking,1300000
663,144,104,5,16,2026-01-05,Chi tieu the,ATM,4300000
5196,146,108,9,29,2025-09-13,Phi banca,Internet Banking,1300000
2632,12,107,8,27,2025-10-22,Tra no vay,Internet Banking,91000000
1013,3,105,11,37,2026-06-25,Rut tiet kiem,Mobile Banking,49000000
384,72,110,12,41,2026-05-03,Rut tiet kiem,Quay giao dich,156000000
327,91,109,9,30,2025-07-21,Phi banca,ATM,1200000
3684,122,109,1,3,2025-08-23,Gui tiet kiem,Internet Banking,279000000
5879,207,101,7,22,2026-02-18,Rut tiet kiem,Quay giao dich,173000000
76,230,103,3,9,2026-06-15,Rut tiet kiem,Quay giao dich,89000000
3174,29,101,8,26,2025-09-23,Rut tiet kiem,Mobile Banking,67000000
2243,91,101,9,30,2026-06-21,Giai ngan vay,Internet Banking,-581000000
1132,,106,9,29,2026-02-10,Gui tiet kiem,Internet Banking,246000000
482,48,101,8,27,2026-03-20,Tra no vay,Internet Banking,88000000
5302,310,103,10,32,2026-04-05,Giai ngan vay,Mobile Banking,731000000
3129,377,107,1,4,2026-02-12,Giai ngan vay,Internet Banking,510000000
2815,275,103,1,4,2025-10-31,Chi tieu the,ATM,1600000
5542,321,109,4,14,2025-12-30,Tra no vay,ATM,7000000
979,126,103,4,14,2026-04-27,Rut tiet kiem,ATM,101000000
5468,41,104,1,1,2025-08-30,Rut tiet kiem,Internet Banking,124000000
370,176,106,2,6,2026-03-06,Phi banca,POS,1500000
4482,187,105,11,37,2025-07-17,Phi banca,Internet Banking,1000000
4985,283,105,1,3,2025-08-22,Rut tiet kiem,ATM,194000000
255,166,106,10,32,2026-01-11,Tra no vay,Quay giao dich,38000000
74,351,106,5,16,2026-04-09,Gui tiet kiem,Quay giao dich,385000000
3895,262,102,3,10,2025-09-24,Giai ngan vay,ATM,1888000000
3837,92,108,8,27,2026-02-08,Chi tieu the,Mobile Banking,1500000
5465,21,102,3,9,,Phi banca,Quay giao dich,1600000
5086,328,101,10,33,2025-10-07,Rut tiet kiem,ATM,157000000
3755,322,106,9,31,2026-07-14,Chi tieu the,Quay giao dich,2000000
3840,141,103,12,40,2026-05-30,Giai ngan vay,Mobile Banking,1633000000
5012,297,103,3,11,2026-03-21,Gui tiet kiem,ATM,9000000
5776,182,105,8,27,2025-09-20,Tra no vay,Mobile Banking,55000000
2919,126,106,4,14,2025-10-01,Phi banca,Mobile Banking,100000
5272,294,106,7,24,2026-01-08,Gui tiet kiem,POS,332000000
4382,292,105,7,22,2026-01-31,Rut tiet kiem,Quay giao dich,39000000
5908,233,105,3,10,2025-12-07,Gui tiet kiem,Quay giao dich,446000000
1309,193,107,11,39,2026-06-24,Giai ngan vay,Quay giao dich,345000000
1274,86,101,4,13,2026-05-29,Phi banca,Mobile Banking,200000
3155,235,104,10,32,2025-12-28,Giai ngan vay,ATM,1106000000
271,159,106,10,34,2025-09-12,Chi tieu the,Quay giao dich,300000
3957,139,108,1,1,2025-07-02,Gui tiet kiem,Internet Banking,252000000
897,248,103,4,12,2025-10-29,Giai ngan vay,POS,1809000000
2013,221,107,2,6,2025-08-08,Phi banca,Internet Banking,1800000
3793,291,105,10,35,2026-06-17,Giai ngan vay,ATM,697000000
715,351,110,5,16,2025-07-22,Tra no vay,POS,98000000
4171,280,103,3,11,2026-04-01,Chi tieu the,Internet Banking,3800000
4082,336,104,4,14,2025-07-13,Tra no vay,ATM,6000000
926,71,102,10,33,2026-02-10,Chi tieu the,Quay giao dich,2200000
5071,110,108,12,41,2025-11-08,Phi banca,Quay giao dich,1700000
5224,1,101,5,17,2025-12-18,Tra no vay,Mobile Banking,51000000
385,303,107,10,34,2025-08-15,Tra no vay,Quay giao dich,23000000
3137,183,106,5,18,2026-03-31,Gui tiet kiem,ATM,416000000
3679,75,110,12,42,2025-12-30,Gui tiet kiem,Mobile Banking,290000000
3437,312,105,8,28,2026-01-23,Tra no vay,POS,92000000
353,377,104,1,4,2025-11-04,Tra no vay,Internet Banking,76000000
5891,55,107,12,42,2026-02-09,Phi banca,Internet Banking,300000
2713,221,110,2,6,2026-04-13,Giai ngan vay,Mobile Banking,1356000000
1582,389,110,8,26,2026-07-17,Gui tiet kiem,ATM,460000000
5238,288,110,4,14,2025-08-31,Phi banca,ATM,1000000
2282,138,106,10,35,2025-09-09,Gui tiet kiem,Internet Banking,102000000
3672,220,108,2,7,2026-07-17,Giai ngan vay,POS,1747000000
4799,254,101,7,22,2025-11-10,Gui tiet kiem,Quay giao dich,403000000
5834,114,110,9,31,2026-04-07,Gui tiet kiem,Quay giao dich,108000000
770,118,107,5,17,2025-08-12,Phi banca,POS,800000
2958,368,101,4,13,2025-12-17,Phi banca,POS,1300000
3865,57,104,8,26,2025-09-01,Giai ngan vay,Mobile Banking,1576000000
2388,400,105,11,36,2026-03-10,Gui tiet kiem,ATM,232000000
2035,283,105,1,3,2025-08-25,Gui tiet kiem,Quay giao dich,102000000
3972,260,106,3,10,2025-10-28,Giai ngan vay,Quay giao dich,1075000000
1182,228,103,2,6,2026-06-10,Giai ngan vay,Internet Banking,1116000000
859,104,107,7,22,2025-10-05,Giai ngan vay,Quay giao dich,1455000000
2073,284,106,12,42,2025-09-26,Chi tieu the,Mobile Banking,2300000
5007,109,110,2,6,2026-07-16,Chi tieu the,ATM,4900000
4751,372,110,7,25,2026-06-06,Gui tiet kiem,POS,155000000
671,47,106,1,3,2025-10-23,Chi tieu the,POS,4800000
1805,190,105,9,31,2025-08-14,Phi banca,Quay giao dich,1800000
3555,268,109,5,15,2025-12-26,Rut tiet kiem,ATM,230000000
4561,219,102,6,19,2025-11-03,Gui tiet kiem,Internet Banking,494000000
4055,214,102,1,3,2025-10-26,Giai ngan vay,Internet Banking,1156000000
984,183,109,5,18,2026-03-04,Gui tiet kiem,Internet Banking,117000000
2238,395,107,7,22,2026-06-16,Tra no vay,POS,72000000
5614,89,109,5,16,2025-12-03,Tra no vay,Internet Banking,74000000
3855,83,108,8,27,2026-07-19,Chi tieu the,Internet Banking,1400000
953,55,110,12,42,2025-10-17,Chi tieu the,Internet Banking,4600000
1426,189,101,10,32,2026-03-22,Gui tiet kiem,POS,457000000
2121,321,101,4,14,2026-04-18,Rut tiet kiem,Mobile Banking,275000000
5188,315,106,7,22,2026-06-30,Phi banca,Quay giao dich,400000
161,335,105,9,30,2026-06-29,Chi tieu the,Internet Banking,5000000
2946,25,110,2,6,2026-07-15,Giai ngan vay,ATM,670000000
397,236,102,9,30,2025-08-29,Gui tiet kiem,Mobile Banking,250000000
2528,,104,9,29,2026-04-25,Tra no vay,ATM,27000000
1188,183,102,5,18,2025-07-07,Phi banca,Quay giao dich,800000
3867,217,108,5,16,2025-09-05,Tra no vay,Quay giao dich,67000000
3725,249,109,9,30,2025-11-16,Tra no vay,Quay giao dich,66000000
5902,392,107,5,16,2026-01-08,Chi tieu the,Quay giao dich,2700000
1662,251,103,5,18,2025-10-13,Tra no vay,POS,22000000
1509,103,107,11,36,2026-06-08,Chi tieu the,POS,3100000
1885,276,104,9,29,2025-09-06,Phi banca,Quay giao dich,300000
2261,389,108,8,26,2025-10-01,Gui tiet kiem,POS,86000000
2900,220,103,2,7,2026-07-22,Giai ngan vay,ATM,1338000000
2879,65,105,5,17,2026-05-31,Giai ngan vay,Mobile Banking,919000000
3633,272,101,2,8,2026-01-12,Chi tieu the,ATM,4300000
242,237,103,1,1,2026-02-02,Chi tieu the,Internet Banking,1000000
2191,201,107,2,8,2026-06-26,Giai ngan vay,ATM,362000000
5433,116,101,1,2,2025-09-06,Chi tieu the,POS,1600000
4286,149,101,1,2,2026-03-31,Tra no vay,Internet Banking,21000000
45,347,106,7,24,2026-02-04,Gui tiet kiem,Quay giao dich,440000000
4161,30,104,1,5,2025-11-06,Gui tiet kiem,POS,319000000
4088,40,102,8,27,2026-02-21,Phi banca,Quay giao dich,1900000
2166,291,103,10,35,2025-10-29,Phi banca,Mobile Banking,1900000
1406,47,103,1,3,2025-08-17,Phi banca,POS,900000
1386,126,107,4,14,2026-03-05,Chi tieu the,Internet Banking,1700000
5852,355,105,1,1,2025-07-14,Rut tiet kiem,Internet Banking,11000000
2722,223,106,7,22,2026-01-21,Tra no vay,ATM,78000000
2349,266,102,3,11,2026-02-18,Tra no vay,Mobile Banking,77000000
5990,296,110,7,25,2025-10-26,Rut tiet kiem,POS,142000000
5440,102,102,11,39,2025-11-27,Phi banca,Quay giao dich,400000
118,74,110,7,25,2025-10-02,Phi banca,POS,1100000
707,283,110,1,3,2026-01-23,Chi tieu the,ATM,3300000
695,217,101,5,16,2025-11-05,Gui tiet kiem,Internet Banking,489000000
2802,303,101,10,34,2026-07-19,Phi banca,Internet Banking,700000
3125,207,106,7,22,2025-07-06,Phi banca,Quay giao dich,1900000
5589,39,109,6,20,2025-07-14,Chi tieu the,POS,3600000
4035,378,105,12,42,2026-03-22,Phi banca,Internet Banking,600000
2423,391,106,11,38,2026-01-20,Rut tiet kiem,ATM,86000000
1126,231,105,2,8,2026-02-03,Tra no vay,POS,98000000
5391,87,107,1,5,2025-07-10,Chi tieu the,Mobile Banking,2300000
3515,208,101,7,25,2026-01-23,Rut tiet kiem,ATM,254000000
1026,159,106,10,34,2025-08-18,Giai ngan vay,Internet Banking,1292000000
893,346,109,7,24,2026-07-14,Phi banca,Quay giao dich,1600000
1770,31,101,3,11,2026-07-25,Gui tiet kiem,POS,60000000
4255,49,105,9,31,2025-12-09,Tra no vay,Mobile Banking,57000000
4947,354,106,2,8,2025-11-05,Rut tiet kiem,POS,299000000
5632,317,110,4,13,2025-08-25,Tra no vay,POS,32000000
4563,70,110,12,40,2026-03-26,Gui tiet kiem,Quay giao dich,293000000
1946,290,109,10,33,2026-02-28,Gui tiet kiem,Mobile Banking,89000000
2701,259,101,10,34,2025-10-09,Chi tieu the,Quay giao dich,3400000
3274,274,109,3,9,2025-07-04,Tra no vay,POS,9000000
1656,285,103,2,7,2026-06-15,Giai ngan vay,Quay giao dich,1793000000
4023,302,102,4,12,2025-11-07,Rut tiet kiem,Mobile Banking,4000000
3816,35,106,6,21,2026-02-06,Chi tieu the,Internet Banking,700000
5153,77,105,8,28,2026-05-19,Giai ngan vay,Internet Banking,532000000
5985,98,110,5,17,2026-04-19,Giai ngan vay,POS,1913000000
1672,372,108,7,25,2026-07-13,Rut tiet kiem,ATM,202000000
2424,64,108,7,22,2026-05-12,Gui tiet kiem,ATM,166000000
3336,2,102,12,41,2026-02-27,Phi banca,Quay giao dich,600000
5769,382,109,11,37,2025-11-15,Chi tieu the,Internet Banking,1200000
552,3,101,11,37,2026-06-10,Tra no vay,Mobile Banking,51000000
5342,39,101,6,20,2025-12-26,Gui tiet kiem,Internet Banking,116000000
4005,330,108,11,36,2025-12-08,Chi tieu the,Internet Banking,500000
463,377,110,1,4,2025-11-09,Gui tiet kiem,Quay giao dich,290000000
3018,179,110,3,10,2026-06-13,Phi banca,Quay giao dich,200000
1546,330,103,11,36,2026-04-07,Tra no vay,ATM,25000000
5994,28,105,2,6,2026-06-25,Giai ngan vay,POS,1211000000
3124,305,101,12,40,2025-09-25,Tra no vay,Mobile Banking,39000000
3145,235,107,10,32,2025-08-07,Gui tiet kiem,Internet Banking,153000000
1318,107,108,9,29,2025-09-20,Giai ngan vay,Quay giao dich,165000000
2020,227,109,2,8,2026-03-03,Giai ngan vay,Mobile Banking,1639000000
2397,302,107,4,12,2026-01-18,Phi banca,Mobile Banking,1800000
92,280,105,3,11,2026-05-21,Giai ngan vay,Mobile Banking,1994000000
973,73,102,9,30,2025-10-14,Chi tieu the,POS,300000
2303,271,103,2,8,2026-02-22,Phi banca,ATM,400000
1479,126,105,4,14,2026-04-01,Giai ngan vay,ATM,162000000
899,103,108,11,36,2026-03-03,Giai ngan vay,Internet Banking,1255000000
1247,33,104,9,30,2025-10-03,Giai ngan vay,Mobile Banking,101000000
4459,270,105,6,19,2026-07-13,Giai ngan vay,ATM,1434000000
3334,69,109,8,28,2026-06-16,Rut tiet kiem,Internet Banking,139000000
1283,47,102,1,3,2025-07-02,Phi banca,ATM,1300000
3951,310,104,10,32,2026-04-20,Gui tiet kiem,Internet Banking,222000000
3267,209,110,4,14,2026-04-20,Gui tiet kiem,ATM,379000000
4848,272,103,2,8,2026-07-26,Gui tiet kiem,Mobile Banking,417000000
357,83,108,8,27,2026-04-19,Gui tiet kiem,POS,237000000
532,391,103,11,38,2026-03-16,Tra no vay,ATM,94000000
2365,271,107,2,8,2025-11-23,Gui tiet kiem,POS,71000000
4093,67,105,4,14,2026-04-16,Phi banca,ATM,500000
766,2,103,12,41,2026-06-01,Giai ngan vay,Mobile Banking,964000000
4669,20,101,10,35,2025-11-27,Giai ngan vay,ATM,565000000
3019,197,108,6,21,2026-04-20,Chi tieu the,Internet Banking,4500000
4362,35,104,6,21,2026-03-23,Giai ngan vay,Quay giao dich,432000000
411,62,103,12,41,2026-01-19,Phi banca,ATM,1200000
5710,249,108,9,30,2026-07-13,Phi banca,Quay giao dich,1400000
1574,183,101,5,18,2026-02-06,Chi tieu the,POS,3200000
1473,16,106,11,39,2026-01-16,Gui tiet kiem,ATM,418000000
2502,161,106,2,7,2025-10-12,Chi tieu the,POS,4400000
44,234,105,5,15,2025-11-13,Gui tiet kiem,ATM,56000000
1591,282,107,2,7,2026-04-20,Giai ngan vay,ATM,1941000000
4905,262,104,3,10,2025-07-10,Phi banca,POS,1600000
4383,217,105,5,16,2025-09-12,Gui tiet kiem,POS,81000000
5570,106,106,9,30,2026-01-28,Rut tiet kiem,Mobile Banking,231000000
475,42,108,2,7,2026-06-28,Tra no vay,ATM,85000000
4075,58,107,2,6,2026-02-25,Tra no vay,POS,1000000
5674,107,103,9,29,2025-07-04,Gui tiet kiem,Internet Banking,375000000
2848,215,110,3,9,,Tra no vay,POS,72000000
1779,392,108,5,16,2026-06-15,Phi banca,POS,1300000
5001,60,105,10,34,2026-06-29,Phi banca,ATM,1400000
3275,92,110,8,27,2025-10-21,Phi banca,Internet Banking,2000000
4907,319,107,9,31,2026-03-29,Chi tieu the,ATM,1700000
2481,383,102,6,19,2025-10-17,Phi banca,Internet Banking,300000
2449,359,101,6,20,2026-01-20,Giai ngan vay,ATM,107000000
5294,265,110,10,35,2026-05-10,Phi banca,Quay giao dich,1600000
5703,184,110,2,8,2026-07-12,Rut tiet kiem,Internet Banking,9000000
1285,148,110,1,2,2025-08-01,Rut tiet kiem,ATM,4000000
1917,79,108,10,32,2026-04-01,Gui tiet kiem,Quay giao dich,479000000
4091,337,109,7,24,2025-08-31,Gui tiet kiem,POS,472000000
5730,148,107,1,2,2025-09-28,Gui tiet kiem,Quay giao dich,202000000
2652,303,103,10,34,2026-01-24,Chi tieu the,ATM,2600000
3929,368,103,4,13,2026-02-12,Tra no vay,ATM,27000000
4895,302,108,4,12,2026-03-03,Gui tiet kiem,Internet Banking,396000000
5796,193,102,11,39,2025-10-22,Gui tiet kiem,Quay giao dich,152000000
2188,122,101,1,3,2026-01-04,Phi banca,ATM,500000
5741,287,110,12,42,2025-10-26,Giai ngan vay,Quay giao dich,1024000000
4593,366,102,10,35,2026-01-22,Rut tiet kiem,POS,245000000
324,264,108,12,40,2026-03-02,Tra no vay,ATM,29000000
955,40,104,8,27,2026-04-16,Chi tieu the,POS,3500000
3810,133,108,9,30,2026-06-16,Phi banca,Quay giao dich,1900000
1938,118,110,5,17,2026-07-04,Phi banca,ATM,900000
5749,50,101,4,12,2026-03-29,Chi tieu the,Internet Banking,4400000
5572,300,110,1,2,2025-07-17,Giai ngan vay,ATM,1549000000
3526,369,101,10,33,2026-07-18,Rut tiet kiem,ATM,79000000
2315,85,106,12,42,2025-11-28,Giai ngan vay,POS,825000000
2967,316,101,10,35,2025-10-18,Gui tiet kiem,POS,111000000
1207,187,104,11,37,2025-12-11,Giai ngan vay,POS,708000000
3993,204,107,2,7,2026-05-13,Rut tiet kiem,ATM,105000000
3221,310,101,10,32,2025-12-16,Chi tieu the,Quay giao dich,100000
4281,284,105,12,42,2026-01-15,Gui tiet kiem,Quay giao dich,245000000
3294,231,109,2,8,2026-07-23,Phi banca,Mobile Banking,300000
1481,256,105,2,6,2026-07-14,Tra no vay,Internet Banking,-42000000
4326,187,107,11,37,2025-12-20,Tra no vay,POS,79000000
4782,,103,4,13,2025-07-07,Phi banca,Internet Banking,1200000
274,328,104,10,33,2025-12-12,Rut tiet kiem,Mobile Banking,142000000
3713,287,109,12,42,2026-05-11,Chi tieu the,Mobile Banking,3400000
3299,301,110,12,40,2025-12-22,Chi tieu the,Mobile Banking,1500000
3349,393,101,2,6,2026-03-29,Giai ngan vay,Internet Banking,1705000000
937,95,107,10,35,2026-03-30,Phi banca,Quay giao dich,100000
1023,227,108,2,8,2026-06-21,Phi banca,Internet Banking,1200000
5485,74,110,7,25,2025-07-08,Chi tieu the,Quay giao dich,2100000
1925,148,106,1,2,,Giai ngan vay,Mobile Banking,514000000
270,260,101,3,10,2026-03-05,Rut tiet kiem,POS,175000000
189,141,110,12,40,2026-04-10,Gui tiet kiem,Mobile Banking,276000000
5074,121,103,11,36,2026-05-15,Gui tiet kiem,Internet Banking,90000000
5214,114,110,9,31,2026-05-25,Phi banca,Quay giao dich,1100000
5783,50,106,4,12,2025-11-21,Giai ngan vay,Mobile Banking,761000000
5803,23,101,5,16,2026-01-21,Phi banca,POS,100000
3339,332,105,7,24,2026-01-28,Phi banca,Quay giao dich,1900000
3654,203,108,6,19,2025-11-21,Giai ngan vay,ATM,1818000000
5957,177,109,5,17,2025-09-01,Rut tiet kiem,ATM,223000000
2524,182,110,8,27,2026-03-13,Tra no vay,Internet Banking,91000000
725,17,103,4,13,2026-06-07,Tra no vay,Mobile Banking,54000000
1265,110,105,12,41,2025-08-03,Chi tieu the,Internet Banking,3100000
5354,295,104,5,18,2025-08-08,Gui tiet kiem,POS,488000000
448,5,107,10,32,2025-11-08,Gui tiet kiem,Internet Banking,484000000
1222,256,103,2,6,2026-04-01,Giai ngan vay,Mobile Banking,1278000000
5493,146,106,9,29,2025-09-23,Giai ngan vay,Internet Banking,1483000000
3691,212,110,8,26,2026-01-01,Giai ngan vay,Internet Banking,804000000
1503,83,108,8,27,2025-10-21,Rut tiet kiem,ATM,121000000
2075,230,102,3,9,2025-07-29,Gui tiet kiem,Internet Banking,275000000
1002,323,102,1,5,2025-08-18,Rut tiet kiem,POS,251000000
4536,260,108,3,10,2026-02-05,Gui tiet kiem,Mobile Banking,313000000
4784,262,108,3,10,2026-06-10,Gui tiet kiem,Internet Banking,373000000
4441,134,110,5,17,2026-06-23,Rut tiet kiem,POS,208000000
812,333,108,2,7,2026-01-28,Giai ngan vay,ATM,922000000
5869,266,106,3,11,2026-04-16,Giai ngan vay,Internet Banking,634000000
432,40,105,8,27,2026-03-16,Tra no vay,Internet Banking,26000000
68,364,103,5,15,2026-03-15,Phi banca,POS,1200000
1310,334,107,7,24,2025-08-10,Tra no vay,Internet Banking,81000000
5626,53,107,12,42,2025-08-27,Phi banca,Internet Banking,200000
2196,281,103,5,16,2025-08-26,Gui tiet kiem,Mobile Banking,177000000
1590,282,103,2,7,2026-01-24,Giai ngan vay,POS,939000000
1050,358,109,6,19,2025-10-10,Rut tiet kiem,POS,171000000
4520,330,103,11,36,2025-11-11,Phi banca,Internet Banking,2000000
1151,213,104,7,23,2025-10-16,Chi tieu the,Quay giao dich,800000
4690,187,103,11,37,2026-01-11,Rut tiet kiem,Internet Banking,296000000
4533,393,102,2,6,,Tra no vay,Mobile Banking,88000000
4118,154,104,10,34,2026-07-16,Chi tieu the,ATM,2000000
223,139,101,1,1,2026-02-24,Gui tiet kiem,Quay giao dich,203000000
2012,238,103,4,13,2026-05-27,Rut tiet kiem,ATM,152000000
4549,313,104,5,18,2025-08-07,Tra no vay,Mobile Banking,64000000
557,108,101,10,33,2025-10-09,Gui tiet kiem,ATM,450000000
2260,282,106,2,7,2025-08-25,Rut tiet kiem,POS,116000000
5340,292,103,7,22,2025-07-16,Chi tieu the,Internet Banking,2700000
3587,78,105,6,19,2025-07-24,Gui tiet kiem,Mobile Banking,480000000
3235,291,106,10,35,2025-09-23,Giai ngan vay,Mobile Banking,1609000000
5862,36,108,3,11,2025-08-05,Giai ngan vay,Mobile Banking,-763000000
4369,45,108,7,24,2026-07-25,Tra no vay,POS,75000000
3263,33,101,9,30,2026-01-16,Tra no vay,Quay giao dich,60000000
4364,57,106,8,26,2025-08-31,Tra no vay,Quay giao dich,47000000
5821,23,105,5,16,2026-05-10,Rut tiet kiem,ATM,297000000
4850,330,105,11,36,2025-10-25,Phi banca,Mobile Banking,1700000
5475,198,105,4,14,2025-10-16,Giai ngan vay,POS,1391000000
5098,194,110,6,20,2026-02-14,Chi tieu the,ATM,2500000
1387,37,105,12,40,2025-09-02,Chi tieu the,ATM,1700000
3565,394,101,6,19,2025-11-07,Phi banca,Internet Banking,300000
4320,250,107,9,30,2025-11-15,Chi tieu the,Mobile Banking,4000000
3234,233,102,3,10,2025-09-28,Chi tieu the,ATM,3900000
2062,58,104,2,6,2026-02-04,Phi banca,Internet Banking,1000000
3809,43,108,6,21,2025-11-04,Rut tiet kiem,Internet Banking,198000000
4550,210,109,10,35,2025-11-11,Gui tiet kiem,POS,470000000
196,41,108,1,1,2026-05-24,Giai ngan vay,Quay giao dich,1733000000
2154,376,110,12,41,2026-04-01,Giai ngan vay,ATM,926000000
2770,26,107,2,6,2026-04-04,Rut tiet kiem,ATM,156000000
1438,30,107,1,5,2026-01-24,Rut tiet kiem,ATM,243000000
2595,247,104,8,26,2026-06-17,Chi tieu the,Internet Banking,3700000
1424,52,103,11,36,2026-07-17,Giai ngan vay,POS,1093000000
2865,241,104,10,32,2026-02-05,Gui tiet kiem,ATM,-249000000
1311,81,110,1,1,2026-02-13,Gui tiet kiem,Internet Banking,484000000
4262,383,106,6,19,2026-01-09,Phi banca,Mobile Banking,500000
923,19,108,4,12,2026-03-17,Phi banca,Mobile Banking,100000
5586,143,110,6,19,2025-12-15,Rut tiet kiem,Internet Banking,214000000
4423,282,102,2,7,2025-07-12,Gui tiet kiem,Quay giao dich,385000000
3408,166,104,10,32,2026-06-18,Rut tiet kiem,ATM,43000000
2412,9,103,9,29,2026-01-08,Chi tieu the,ATM,2500000
1617,266,103,3,11,2025-07-08,Gui tiet kiem,Internet Banking,197000000
526,259,103,10,34,2026-03-06,Rut tiet kiem,ATM,263000000
230,169,108,11,39,2026-04-04,Rut tiet kiem,Mobile Banking,71000000
1169,319,105,9,31,2026-04-06,Gui tiet kiem,ATM,386000000
350,172,103,12,40,2025-07-17,Gui tiet kiem,POS,148000000
2368,209,103,4,14,2025-10-05,Tra no vay,Internet Banking,95000000
4020,379,102,4,12,2026-02-01,Rut tiet kiem,Mobile Banking,201000000
2082,90,108,11,36,2026-04-05,Rut tiet kiem,ATM,147000000
5541,54,103,8,28,2026-02-27,Giai ngan vay,Mobile Banking,272000000
845,168,110,5,16,2026-01-13,Chi tieu the,Mobile Banking,3700000
2563,218,104,11,38,2025-10-14,Rut tiet kiem,POS,70000000
882,26,105,2,6,2025-09-09,Giai ngan vay,Internet Banking,1412000000
5819,121,102,11,36,2026-03-26,Tra no vay,ATM,40000000
3321,162,105,7,22,2026-05-14,Giai ngan vay,POS,1146000000
3081,177,103,5,17,2025-10-06,Tra no vay,Internet Banking,100000000
2492,357,109,6,19,2025-11-19,Chi tieu the,Quay giao dich,5000000
4437,112,103,7,24,2025-12-26,Tra no vay,Mobile Banking,92000000
1099,337,106,7,24,2025-09-11,Tra no vay,Mobile Banking,43000000
5450,242,107,9,31,2026-06-07,Rut tiet kiem,POS,60000000
4295,178,101,9,29,2026-02-03,Tra no vay,ATM,44000000
667,17,103,4,13,2026-03-12,Giai ngan vay,Quay giao dich,1841000000
1562,55,106,12,42,2026-01-29,Chi tieu the,Quay giao dich,1600000
4310,354,104,2,8,2026-04-17,Phi banca,Quay giao dich,100000
503,134,106,5,17,2026-06-12,Rut tiet kiem,Mobile Banking,258000000
354,3,107,11,37,2025-07-23,Tra no vay,Quay giao dich,55000000
4115,2,101,12,41,2026-02-23,Gui tiet kiem,Internet Banking,138000000
5975,196,105,10,35,2026-05-13,Tra no vay,POS,64000000
78,239,103,11,38,2025-07-21,Giai ngan vay,Mobile Banking,1634000000
147,94,109,4,12,2025-11-21,Rut tiet kiem,ATM,296000000
207,205,110,1,3,2025-10-20,Phi banca,Quay giao dich,1900000
2669,332,109,7,24,2026-01-05,Rut tiet kiem,ATM,255000000
2861,5,108,10,32,2026-05-03,Chi tieu the,ATM,300000
4744,173,105,12,40,2025-08-24,Rut tiet kiem,POS,256000000
322,53,101,12,42,2025-08-07,Chi tieu the,Quay giao dich,200000
1791,231,103,2,8,2025-11-07,Rut tiet kiem,ATM,46000000
5331,245,102,3,10,2025-12-24,Phi banca,Mobile Banking,2000000
2208,24,102,11,38,2026-05-19,Rut tiet kiem,ATM,182000000
1892,351,105,5,16,2026-05-06,Phi banca,Mobile Banking,1000000
1512,211,101,9,31,2025-10-13,Tra no vay,ATM,88000000
1659,264,103,12,40,2026-01-05,Rut tiet kiem,Internet Banking,36000000
5576,132,102,3,9,2026-04-09,Giai ngan vay,ATM,1952000000
1929,114,109,9,31,2026-06-13,Phi banca,POS,1400000
5686,212,105,8,26,2025-12-20,Gui tiet kiem,Quay giao dich,196000000
1131,128,105,12,41,2026-05-07,Tra no vay,POS,82000000
1403,293,106,1,4,2026-01-01,Gui tiet kiem,ATM,256000000
474,146,102,9,29,2026-01-18,Chi tieu the,Internet Banking,1000000
3721,224,107,3,9,,Rut tiet kiem,Mobile Banking,143000000
1350,13,101,8,28,2025-07-16,Gui tiet kiem,Internet Banking,111000000
1101,359,105,6,20,2026-04-17,Chi tieu the,Internet Banking,1900000
3462,,107,4,14,2026-06-20,Gui tiet kiem,Internet Banking,128000000
3757,311,104,4,13,2025-10-06,Tra no vay,Internet Banking,32000000
4426,340,109,10,34,2025-07-05,Phi banca,Quay giao dich,600000
579,113,101,5,18,2026-05-24,Phi banca,Mobile Banking,1600000
4029,335,101,9,30,2025-11-01,Giai ngan vay,Internet Banking,1356000000
2631,148,103,1,2,2026-04-08,Rut tiet kiem,Quay giao dich,262000000
674,378,101,12,42,2025-12-07,Chi tieu the,Quay giao dich,2800000
3157,191,102,11,37,2026-05-25,Giai ngan vay,Internet Banking,468000000
4531,119,104,6,21,2025-08-15,Tra no vay,Internet Banking,36000000
1752,95,107,10,35,2026-05-17,Giai ngan vay,ATM,1312000000
4378,278,110,10,32,2026-05-08,Giai ngan vay,Quay giao dich,135000000
915,287,103,12,42,2025-08-04,Tra no vay,ATM,10000000
4823,367,107,11,38,2025-11-07,Gui tiet kiem,Quay giao dich,175000000
2826,311,108,4,13,2025-09-11,Tra no vay,POS,15000000
2221,165,101,7,25,,Tra no vay,Quay giao dich,19000000
5048,233,107,3,10,2025-07-07,Chi tieu the,Mobile Banking,3100000
5437,250,103,9,30,2025-12-05,Tra no vay,ATM,58000000
2964,178,107,9,29,2026-06-22,Chi tieu the,POS,2500000
4251,80,109,7,25,2026-02-13,Tra no vay,Internet Banking,65000000
4185,213,109,7,23,2026-04-25,Gui tiet kiem,Internet Banking,294000000
3849,57,102,8,26,2025-07-14,Tra no vay,POS,14000000
781,40,108,8,27,2026-03-02,Phi banca,Internet Banking,200000
